Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"SAIA INC",1177702,SAIA,"NASDAQ Global Select Market",481229851,"11465 JOHNS CREEK PARKWAY","STE 400","JOHNS CREEK",Gwinnett,GA,GEORGIA,"US Southeast",30097,"(770) 232-5067",DE,,,4213,"Trucking, Except Local",484122,"General Freight Trucking, Long-Distance, Less Than Truckload",34,"KPMG LLP",4,,,,"864,375",0,0,0,0,,,0,0,"864,375",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-03-21,335.41,2021-12-29,"8,833,555,456",2021-12-31,"2,288,704,000","253,235,000","1,201,176,000","1,845,250,000"
"Centerra Gold Inc.",1854640,CGAU,NYSE,,"1 UNIVERSITY AVENUE, SUITE 1500",,TORONTO,,A6,ONTARIO,Canada,"M5J 2P1","(416) 204-1953",Z4,,,1040,"Metal Mining",212221,"Gold Ore Mining",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"1,517,073",0,0,0,"30,032",,,0,"30,032","1,547,105",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-22,6.07,2023-02-24,"1,803,183,033",2021-12-31,"900,141,000","-381,768,000",,"2,676,568,000"
"Dole plc",1857475,DOLE,NYSE,000000000,"29 NORTH ANNE STREET",,DUBLIN,,L2,IRELAND,Foreign,7,"353 1 88 72745",,,,0100,"Agricultural production- crops",424480,"Fresh Fruit and Vegetable Merchant Wholesalers",34,"KPMG LLP",4,KPMG,71,IRELAND,"8,384,000","6,000",0,0,"1,732,000","1,732,000",,0,"1,738,000","10,122,000",USD,,,0,2021-12-31,2021,12,,,,20-F,2022-03-22,13.32,2021-12-31,"1,263,771,008",2021-12-31,"6,454,402,000","-7,219,000","544,288,000","4,667,968,000"
"AMF Hawaii Investments, LLC",1845290,,,862708886,"650 5TH AVENUE, 17TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(212) 521-5097",,,,5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals",424720,"Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)",34,"KPMG LLP",4,,,,"2,085,273","102,725",0,0,0,,,0,"102,725","2,187,998",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-02-22,,,"322,454,731",2021-12-31,"235,984,000","2,684,059,000","170,213,000","536,451,000"
"California Resources Corp",1609253,CRC,NYSE,465670947,"1 WORLD TRADE CENTER","SUITE 1500","LONG BEACH","Los Angeles",CA,CALIFORNIA,"US West",90831,"(888) 848-4754",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"KPMG LLP",4,,,,"2,065,000",0,"100,000",0,0,,,0,"100,000","2,165,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-22,43.19,2021-12-29,"3,472,169,216",2021-12-31,"2,565,000,000","612,000,000",,"3,846,000,000"
"ELECTRAMECCANICA VEHICLES CORP.",1637736,SOLO,"NASDAQ Capital Market",,"8057 NORTH FRASER WAY",,BURNABY,,A1,"BRITISH COLUMBIA",Canada,"V5J 5M8","(604) 428-7656",A1,,,3711,"Motor Vehicles and Passenger Car Bodies",336111,"Automobile Manufacturing",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"312,703",0,0,0,"50,433",,,0,"50,433","363,136",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-22,2.23,2021-12-29,"199,160,320",2021-12-31,"2,100,770","-41,326,835","242,172,370","252,850,698"
"Accel Entertainment, Inc.",1698991,ACEL,NYSE,981350261,"140 TOWER DRIVE",,"BURR RIDGE",DuPage,IL,ILLINOIS,"US Midwest",60527,"(630) 972-2235",DE,,,7900,"Services-Amusement & Recreation Services",713290,"Other Gambling Industries",34,"KPMG LLP",4,,,,"2,811,000",0,0,0,0,,,0,0,"2,811,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-22,13.09,2021-12-29,"1,231,339,392",2021-12-31,"734,707,000","31,559,000","112,262,000","616,073,000"
"CAMECO CORP",1009001,CCJ,NYSE,980113090,"2121 11TH ST W",,SASKATOON,,A9,SASKATCHEWAN,Canada,"S7M 1J3","(306) 956-6200",A9,,,1090,"Metal Mining",212221,"Gold Ore Mining",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"1,603,317",0,"23,935",0,"146,721","12,207","134,514",0,"170,656","1,773,973",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-22,22.03,2021-12-29,"8,729,668,608",2021-12-31,"1,167,703,000","-81,268,000","3,795,744,000","5,951,585,000"
"EXPEDITORS INTERNATIONAL OF WASHINGTON INC",746515,EXPD,"NASDAQ Global Select Market",911069248,"1015 THIRD AVENUE",,SEATTLE,King,WA,WASHINGTON,"US West",98104,"(206) 674-3400",WA,,,4731,"Arrangement of Transportation of  Freight and Cargo",488510,"Freight Transportation Arrangement",34,"KPMG LLP",4,,,,"2,940,000","12,000",0,0,0,,,0,"12,000","2,952,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-22,133.18,2021-12-29,"22,561,200,128",2021-12-31,"16,523,517,000","1,415,492,000","3,486,499,000","7,609,929,000"
"CORE LABORATORIES N V",1000229,CLB,NYSE,000000000,"HERENGRACHT 424",*,AMSTERDAM,,P7,NETHERLANDS,Foreign,1017,"(312) 420-3191",P7,,,1389,"Oil and Gas Field Services, NEC",213112,"Support Activities for Oil and Gas Operations",34,"KPMG LLP",4,,,,"2,835,373",0,0,0,"55,000",,,"5,500","60,500","2,895,873",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap",,"DEF 14A",2022-03-22,22.9,2021-12-29,"1,060,032,320",2021-12-31,"470,252,000","19,727,000","48,865,000","580,853,000"
"Planet Fitness, Inc.",1637207,PLNT,NYSE,383942097,"4 LIBERTY LANE WEST",,HAMPTON,Rockingham,NH,"NEW HAMPSHIRE","US New England",03842,"(603) 750-0001",DE,,,7997,"Membership Sports and Recreation Clubs",713940,"Fitness and Recreational Sports Centers",34,"KPMG LLP",4,,,,"1,823,500",0,0,0,"1,083,800","845,828","237,972","6,000","1,089,800","2,913,300",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-22,90.86,2021-12-29,"7,572,686,848",2021-12-31,"587,023,000","42,774,000","-1,074,861,000","2,015,983,000"
"Himax Technologies, Inc.",1342338,HIMX,"NASDAQ Global Select Market",000000000,"NO. 26, ZIH LIAN ROAD","SINSHIH DISTRICT, TAINAN CITY 74148",TAIWAN,,F5,"TAIWAN (CHINA)",Foreign,-,"866 (6) 505-0880",E9,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"KPMG LLP",4,KPMG,401,"TAIWAN (CHINA)","955,000",0,0,0,"19,000",,,"7,000","26,000","981,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-23,14.5,2021-12-29,"2,519,622,144",2021-12-31,"1,547,097,000","436,896,000","834,969,000","1,603,194,000"
"TREDEGAR CORP",850429,TG,NYSE,541497771,"1100 BOULDERS PKWY",,RICHMOND,"Richmond City",VA,VIRGINIA,"US Mid Atlantic",23225,"(804) 330-1000",VA,,,3350,"Rolling Drawing & Extruding of Nonferrous Metals",326112,"Plastics Packaging Film and Sheet (including Laminated) Manufacturing",34,"KPMG LLP",4,,,,"2,885,000",0,0,0,"117,254",,,0,"117,254","3,002,254",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-23,11.73,2021-12-29,"395,797,376",2021-12-31,"826,455,000","57,826,000","99,962,000","523,584,000"
"PRICE T ROWE GROUP INC",1113169,TROW,"NASDAQ Global Select Market",522264646,"100 EAST PRATT STREET","P.O. BOX 89000",BALTIMORE,"Baltimore City",MD,MARYLAND,"US Mid Atlantic",21289-0320,"(410) 345-2000",MD,,,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",523930,"Investment Advice",34,"KPMG LLP",4,,,,"5,696,020","606,903",0,0,"3,999,422","959,897","3,039,525","69,825","4,676,150","10,372,170",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-23,197.54,2021-12-29,"44,397,379,584",2021-12-31,"7,671,900,000","3,082,900,000","6,398,400,000","12,509,000,000"
"WATTS WATER TECHNOLOGIES INC",795403,WTS,NYSE,042916536,"815 CHESTNUT ST",,"NORTH ANDOVER",Essex,MA,MASSACHUSETTS,"US New England",01845,"(978) 688-1811",DE,,,3490,"Miscellaneous Fabricated Metal Products",332911,"Industrial Valve Manufacturing",34,"KPMG LLP",4,,,,"2,977,627","7,562",0,0,"13,930",,,0,"21,492","2,999,119",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-03-23,195.68,2021-12-29,"5,392,564,224",2021-12-31,"1,809,200,000","165,700,000","443,900,000","1,855,600,000"
"TTM TECHNOLOGIES INC",1116942,TTMI,"NASDAQ Global Select Market",911033443,"200 EAST SANDPOINTE","SUITE 400","SANTA ANA",Orange,CA,CALIFORNIA,"US West",92707,"(714) 327-3000",DE,,,3672,"Printed Circuit Boards",334412,"Bare Printed Circuit Board Manufacturing",34,"KPMG LLP",4,,,,"2,886,962",0,0,0,"225,499",,,0,"225,499","3,112,461",USD,,,0,2022-01-03,2021,12,0102,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-23,15.78,2022-01-05,"1,646,778,112",2022-01-03,"2,248,740,000","54,414,000","578,175,000","3,025,547,000"
"Ceridian HCM Holding Inc.",1725057,CDAY,NYSE,463231686,"3311 EAST OLD SHAKOPEE ROAD",,MINNEAPOLIS,Hennepin,MN,MINNESOTA,"US Midwest",55425,"(952) 853-8100",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"KPMG LLP",4,,,,"2,440,000","1,512,000",0,0,"354,000",,,0,"1,866,000","4,306,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-23,105.17,2021-12-29,"15,915,510,784",2021-12-31,"1,024,200,000","-75,400,000","-428,600,000","7,166,200,000"
"BRINKS CO",78890,BCO,NYSE,541317776,"1801 BAYBERRY COURT","P O BOX 18100",RICHMOND,"Richmond City",VA,VIRGINIA,"US Mid Atlantic",23226-1800,"(804) 289-9600",VA,,,4731,"Arrangement of Transportation of  Freight and Cargo",561613,"Armored Car Services",34,"KPMG LLP",4,,,,"6,155,000","294,000",0,0,"653,000",,,"21,000","968,000","7,123,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-03-23,66.19,2021-12-29,"3,253,500,672",2021-12-31,"4,200,200,000","105,200,000","-1,779,900,000","5,566,700,000"
"OVERSTOCK.COM, INC",1130713,OSTK,"NASDAQ Global Market",870634302,"799 W. COLISEUM WAY",,MIDVALE,"Salt Lake",UT,UTAH,"US West",84047,"(801) 947-3100",DE,,,5961,"Catalog and Mail-Order Houses",454111,"Electronic Shopping",34,"KPMG LLP",4,,,,"2,512,508","44,164",0,0,"72,636",,,"2,430","119,230","2,631,738",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-23,59.72,2021-12-29,"2,568,827,392",2021-12-31,"2,756,446,000","389,372,000","738,226,000","1,065,966,000"
"DIEBOLD NIXDORF, Inc",28823,DBD,NYSE,340183970,"50 EXECUTIVE PKWY",,HUDSON,Summit,OH,OHIO,"US Midwest",44236,"(330) 490-4000",OH,,,3578,"Calculating and Accounting Machines, Except Electronic Computers",333313,"Office Machinery Manufacturing",34,"KPMG LLP",4,,,,"7,045,000","64,000",0,0,"121,000",,,"5,000","190,000","7,235,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-24,8.65,2021-12-29,"677,772,928",2021-12-31,"3,905,200,000","-78,800,000","-1,936,200,000","3,507,200,000"
"NVR INC",906163,NVR,NYSE,541394360,"11700 PLAZA AMERICA DR.","SUITE 500",RESTON,Fairfax,VA,VIRGINIA,"US Mid Atlantic",20190,"(703) 956-4000",VA,,,1531,"Operative Builders",236117,"New Housing Operative Builders",34,"KPMG LLP",4,,,,"885,000",0,0,0,0,,,0,0,"885,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-24,5959.33,2021-12-29,"20,754,839,552",2021-12-31,"8,951,025,000","1,236,719,000","2,953,451,000","5,834,475,000"
"AMN HEALTHCARE SERVICES INC",1142750,AMN,NYSE,061500476,"8840 CYPRESS WATERS BOULEVARD","SUITE 300",DALLAS,Dallas,TX,TEXAS,"US Southwest",75019,"(866) 871-8519",DE,,,7363,"Help Supply Services",561310,"Employment Placement Agencies",34,"KPMG LLP",4,,,,"2,000,000","10,960",0,0,"248,750",,,0,"259,710","2,259,710",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-24,122,2021-12-29,"5,767,550,976",2021-12-31,"3,984,235,000","327,388,000","-244,774,000","3,131,906,000"
"MARKEL CORP",1096343,MKL,NYSE,541959284,"4521 HIGHWOODS PARKWAY",,"GLEN ALLEN",Henrico,VA,VIRGINIA,"US Mid Atlantic",23060-6148,"(804) 747-0136",VA,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",34,"KPMG LLP",4,,,,"8,225,000","1,031,757",0,0,"54,593",,,"350,900","1,437,250","9,662,250",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-24,1239.64,2021-12-29,"16,943,707,136",2021-12-31,"12,846,425,000","2,425,003,000","10,434,800,000","48,448,866,000"
"Mogo Inc.",1602842,MOGO,"NASDAQ Capital Market",,"2100-401 WEST GEORGIA STREET",,VANCOUVER,,A1,"BRITISH COLUMBIA",Canada,"V6B 5A1","(604) 659-4380",A1,,,6199,"Finance Services",511210,"Software Publishers",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"1,184,354",0,0,0,"38,265",,,0,"38,265","1,222,619",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-23,3.47,2021-12-29,"95,625,440",2021-12-31,"45,536,000","-26,291,000","116,661,000","311,813,000"
"GENERAL DYNAMICS CORP",40533,GD,NYSE,131673581,"11011 SUNSET HILLS RD",,RESTON,Fairfax,VA,VIRGINIA,"US Mid Atlantic",20190,"(703) 876-3000",DE,,,3730,"Ship & Boat Building & Repairing",336611,"Ship Building and Repairing",34,"KPMG LLP",4,,,,"23,231,000","1,897,000",0,0,"743,000",,,"130,000","2,770,000","26,001,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-24,207.89,2021-12-29,"58,047,635,456",2021-12-31,"38,469,000,000","3,257,000,000","-4,435,000,000","50,073,000,000"
"DARLING INGREDIENTS INC.",916540,DAR,NYSE,362495346,"5601 N MACARTHUR BLVD",,IRVING,Dallas,TX,TEXAS,"US Southwest",75038,"(972) 717-0300",DE,,,2070,"Fats & Oils",311225,"Fats and Oils Refining and Blending",34,"KPMG LLP",4,,,,"4,800,000","365,930",0,0,"36,200",,,0,"402,130","5,202,130",USD,,,0,2022-01-01,2021,12,1230,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-24,69.84,2022-01-03,"11,300,685,824",2022-01-01,"4,741,369,000","650,914,000","1,664,043,000","6,133,728,000"
"VEECO INSTRUMENTS INC",103145,VECO,"NASDAQ Global Select Market",112989601,"TERMINAL DRIVE",,PLAINVIEW,Nassau,NY,"NEW YORK","US Mid Atlantic",11803,"(516) 677-0200",DE,,,3559,"Special  Industry Machinery, NEC",333295,"Semiconductor Machinery Manufacturing",34,"KPMG LLP",4,,,,"1,873,000",0,0,0,"123,000",,,0,"123,000","1,996,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-24,28.26,2021-12-29,"1,427,241,728",2021-12-31,"583,277,000","26,038,000","221,780,000","898,976,000"
"OMNICOM GROUP INC.",29989,OMC,NYSE,131514814,"280 PARK AVENUE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(212) 415-3600",NY,,,7311,"Advertising Agencies",541810,"Advertising Agencies",34,"KPMG LLP",4,,,,"23,417,807","578,150",0,0,"436,050",,,0,"1,014,200","24,432,007",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-24,73.54,2021-12-29,"15,631,553,536",2021-12-31,"14,289,400,000","1,407,800,000","-6,421,100,000","28,421,800,000"
"ESSEX PROPERTY TRUST, INC.",920522,ESS,NYSE,770369576,"1100 PARK PLACE","SUITE 200","SAN MATEO","San Mateo",CA,CALIFORNIA,"US West",94403,"(650) 655-7800",MD,,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,"KPMG LLP",4,,,,"1,984,855",0,0,0,"120,800",,,0,"120,800","2,105,655",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,352.21,2021-12-29,"22,924,584,960",2021-12-31,"1,440,556,000","488,554,000",,"12,997,873,000"
"GRAN TIERRA ENERGY INC.",1273441,GTE,"NYSE MKT",980479924,"55 WEST HASTINGS ST","STE 1980",VANCOUVER,,A1,"BRITISH COLUMBIA",Canada,"V6E 2E9","(604) 688-8002",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"819,000",0,0,0,"350,000","92,000","258,000",0,"350,000","1,169,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-03-25,0.8,2021-12-29,"293,715,584",2021-12-31,"473,722,000","42,482,000",,"1,189,111,000"
"Murphy USA Inc.",1573516,MUSA,NYSE,462279221,"200 PEACH STREET",,"EL DORADO",Union,AR,ARKANSAS,"US Southeast",71730-5836,"(870) 875-7600",DE,,,5500,"Retail-Auto Dealers & Gasoline Stations",447190,"Other Gasoline Stations",34,"KPMG LLP",4,,,,"1,205,000","139,000",0,0,0,,,"42,000","181,000","1,386,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-03-25,198.49,2021-12-29,"5,087,933,440",2021-12-31,"17,360,500,000","396,900,000","338,500,000","4,048,200,000"
"MURPHY OIL CORP",717423,MUR,NYSE,710361522,"9805 KATY FWY","SUITE G-200",HOUSTON,Harris,TX,TEXAS,"US Southwest",77024,"(281) 675-9000",DE,,,1311,"Crude Petroleum and Natural Gas",324110,"Petroleum Refineries",34,"KPMG LLP",4,,,,"2,027,500","239,121",0,0,0,,,0,"239,121","2,266,621",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-03-25,26.22,2021-12-29,"4,049,918,464",2021-12-31,"2,801,215,000","-73,664,000",,"10,304,940,000"
"ARROW FINANCIAL CORP",717538,AROW,"NASDAQ Global Select Market",222448962,"250 GLEN ST",,"GLENS FALLS",Warren,NY,"NEW YORK","US Mid Atlantic",12801,"(518) 415-4299",NY,,,6021,"National Commercial Banks",522110,"Commercial Banking",34,"KPMG LLP",4,,,,"545,500",0,0,0,"96,700",,,0,"96,700","642,200",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-25,35.54,2021-12-29,"569,472,000",2021-12-31,"142,452,000","49,857,000","347,395,000","4,027,952,000"
"WEBSTER FINANCIAL CORP",801337,WBS,NYSE,061187536,"200 ELM STREET",,STAMFORD,Fairfield,CT,CONNECTICUT,"US New England",06902,"(203) 578-2202",DE,,,6021,"National Commercial Banks",522120,"Savings Institutions",34,"KPMG LLP",4,,,,"2,007,200","137,200",0,0,"571,478",,,0,"708,678","2,715,878",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-25,56.71,2021-12-29,"5,137,283,584",2021-12-31,"1,278,961,000","408,864,000","2,882,083,000","34,915,599,000"
"BOISE CASCADE Co",1328581,BCC,NYSE,201496201,"1111 WEST JEFFERSON STREET, SUITE 300","P. O. BOX 50",BOISE,Ada,ID,IDAHO,"US West",83702,"(208) 384-6161",DE,,,5030,"Wholesale-Lumber & Other Construction Materials",321999,"All Other Miscellaneous Wood Product Manufacturing",34,"KPMG LLP",4,,,,"2,272,700","9,500",0,0,"50,000",,,0,"59,500","2,332,200",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-25,70.57,2021-12-29,"2,775,575,040",2021-12-31,"7,926,111,000","712,486,000","1,276,886,000","2,572,640,000"
"PACKAGING CORP OF AMERICA",75677,PKG,NYSE,364277050,"1955 W FIELD CT",,"LAKE FOREST",Lake,IL,ILLINOIS,"US Midwest",60045,"(847) 482-3000",DE,,,2650,"Paperboard Containers & Boxes",322211,"Corrugated and Solid Fiber Box Manufacturing",34,"KPMG LLP",4,,,,"3,585,000","141,000",0,0,0,,,0,"141,000","3,726,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,134.61,2021-12-29,"12,786,707,456",2021-12-31,"7,730,300,000","841,100,000","2,375,300,000","7,836,800,000"
"SunCoke Energy, Inc.",1514705,SXC,NYSE,900640593,"1011 WARRENVILLE ROAD","SUITE 600",LISLE,DuPage,IL,ILLINOIS,"US Midwest",60532,"(630) 824-1000",,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",324199,"All Other Petroleum and Coal Products Manufacturing",34,"KPMG LLP",4,,,,"1,480,000",0,0,0,"317,575",,,0,"317,575","1,797,575",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-25,6.62,2021-12-29,"549,997,248",2021-12-31,"1,456,000,000","43,400,000","462,900,000","1,615,400,000"
"Prologis, Inc.",1045609,PLD,NYSE,943281941,"PIER 1 BAY 1",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94111,"(415) 394-9000",MD,,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,"KPMG LLP",4,,,,"3,869,193","165,305",0,0,"523,312",,,0,"688,617","4,557,810",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,167.68,2021-12-29,"123,970,355,200",2021-12-31,"4,759,440,000","2,939,723,000",,"58,486,220,000"
"ALASKA AIR GROUP, INC.",766421,ALK,NYSE,911292054,"19300 INTERNATIONAL BOULEVARD",,SEATTLE,King,WA,WASHINGTON,"US West",98188,"(206) 392-5040",DE,,,4512,"Air Transportation, Scheduled",481111,"Scheduled Passenger Air Transportation",34,"KPMG LLP",4,,,,"1,825,604","33,000",0,0,0,,,0,"33,000","1,858,604",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,52.14,2021-12-29,"6,533,698,048",2021-12-31,"6,176,000,000","478,000,000","1,757,000,000","13,951,000,000"
"Guild Holdings Co",1821160,GHLD,NYSE,852453154,"5887 COPLEY DRIVE",,"SAN DIEGO","San Diego",CA,CALIFORNIA,"US West",92111,"(858) 560-6330",DE,,,6162,"Mortgage Bankers and Loan Correspondents",522310,"Mortgage and Nonmortgage Loan Brokers",34,"KPMG LLP",4,,,,"2,032,527","160,000",0,0,"18,000",,,0,"178,000","2,210,527",USD,,,1,2021-12-31,2021,12,1231,,,"DEF 14A",2023-03-23,13.95,2021-12-29,"289,098,560",2021-12-31,"1,576,310,000","283,773,000","703,810,000","4,383,204,000"
"AGILITI, INC. \DE",1749704,AGTI,NYSE,831608463,"11095 VIKING DRIVE, SUITE 300",,"EDEN PRAIRIE",Hennepin,MN,MINNESOTA,"US Midwest",55344,"(952) 893-3200",DE,,,7350,"Services-Miscellaneous Equipment Rental & Leasing",532490,"Other Commercial and Industrial Machinery and Equipment Rental and Leasing",34,"KPMG LLP",4,,,,"853,748","229,292",0,0,"304,093",,,"468,876","1,002,261","1,856,009",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-25,22.38,2021-12-29,"2,924,008,448",2021-12-31,"1,038,690,000","24,006,000","-890,328,000","2,515,747,000"
"OCCIDENTAL PETROLEUM CORP /DE/",797468,OXY,NYSE,954035997,"5 GREENWAY PLAZA","SUITE 110",HOUSTON,Harris,TX,TEXAS,"US Southwest",77046,"(713) 215-7000",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"KPMG LLP",4,,,,"13,100,000","400,000",0,0,"500,000",,,"400,000","1,300,000","14,400,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,29.26,2021-12-29,"27,328,282,624",2021-12-31,"25,956,000,000","2,322,000,000",,"75,036,000,000"
"Metalla Royalty & Streaming Ltd.",1722606,MTA,"NYSE MKT",,"543 GRANVILLE STREET","SUITE 501",VANCOUVER,,A1,"BRITISH COLUMBIA",Canada,"V6C 1X8","(604) 696-0741",A1,,,1040,"Metal Mining",523910,"Miscellaneous Intermediation",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"319,656",0,0,0,0,,,0,0,"319,656",USD,,,0,2021-12-31,2021,12,0531,,,40-F,2022-03-25,7.04,2021-12-29,"279,762,880",2021-12-31,"2,969,757","-10,426,357",,"112,623,354"
"BRF S.A.",1122491,BRFS,NYSE,000000000,"1400 RUA HUNGRIA 5TH FLOOR","JARDIM EUROPA 01455 000","SAO PAULO",,D5,BRAZIL,Foreign,00000,551123225061,D5,,,2011,"Meat Packing Plants",311615,"Poultry Processing",34,"KPMG LLP",4,"KPMG Auditores Independentes",61,BRAZIL,"2,184,078","264,889",0,0,0,,,0,"264,889","2,448,966",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-25,3.92,2021-12-29,"3,184,895,232",2021-12-31,"8,679,229,000","78,525,000","413,933,000","10,035,238,000"
"DENISON MINES CORP.",1063259,DNN,"NYSE MKT",980622284,"40 UNIVERSITY AVE., SUITE 1100",,TORONTO,,A6,ONTARIO,Canada,"M5J 1T1","(416) 979-1991",A6,,,1090,"Metal Mining",212291,"Uranium-Radium-Vanadium Ore Mining",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"379,527","22,196",0,0,"22,935",,,0,"45,131","424,658",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-25,1.37,2021-12-31,"1,113,029,093",2021-12-31,"15,622,529","16,248,600",,"398,596,336"
